Region,Customer,Trade Name,Street,House No.,PostalCode,City,State,Mobile No,Email ID
South,201246,"SRI SIDDHALINGESHWAR AGENCY,BE","NIL SHOP NO:1, ,BAILWAD COMPLEX, BA",NIL,590001,BELGAUM,KARNATAKA,8971949488,
South,201485,NAGARJUNA AGRO TECH.,6-43-1-A BESIDE IBP PETROL PUMP,6-43-1-A,509001,MEHBOOBNAGAR,TELANGANA,9989990941,
South,201567,KARPAGAM MEENAKSHI AUTO AGENCIES,"86/2  MELAKKAL ROAD,",86/2,625016,"KOCHADAI, MADURAI,",TAMIL NADU,9865221540,
South,201598,ARTHI TRADERS,"36/K-80 PALANI ROAD,",36/K-80,624001,DINDIGUL,TAMIL NADU,9677733769,
South,201740,SRI LAKSHMI LUBRICANTS,"NIL BYPASS ROAD, S.L.N MOTORS",NIL,561208,"GAURIBIDANUR TOWN, GAURIBIDANUR",KARNATAKA,9902695925,
South,201970,MUSTANG MOTORS PVT. LTD,"NIL NO.10/633-H,,NEDUMPILLY LANE",NIL,683501,ERNAKULAM,KERALA,9447041775,
South,201971,SANGAM AGENCIES,"D.NO 82/9B ONION MARKET, APMC YARD,",D.NO 82/9B,577004,"P.B.ROAD, DAVANGERE",KARNATAKA,9845250795,
South,202215,SENTHUR AUTO WINGS UNIT II,"792 KNK ROAD, POST BOX NO.515, ",792,638003,ERODE,TAMIL NADU,9842706499,
South,202233,SAI GAYATRI AUTOMOTIVE,"S.NO.289/6, OPP PADMAVATHI KALYANAM",,532001,"PEDDAPADU ROAD, G.T.ROAD, SRIKAKULA",ANDHRA PRADESH,9492185414,
South,202278,SANTHOSH PETRO PRODUCTS,"NA SF.NO.1164/7'PALAKADU, TAMIL NAG",NA,638002,ERODE,TAMIL NADU,8825662922,ppoosamani@gmail.com
South,202330,SWATHI TRADERS,"13 TIRUMALAI NAGAR,UDAYAMPALAYAM",13,641006,COIMBATORE,TAMIL NADU,9944901415,mohandascbe@yahoo.co.in
South,202344,PRAKASHA ENTERPRISE,"NO.66A SANGANOOR MAIN ROAD,",NO.66A,641027,"KANNAPPA NAGAR, COIMBATORE",TAMIL NADU,,prakashaveedol@gmail.com
South,202358,NM AGENCIES,"6 P.M.SAMY COLONY, 3RD ST, R.S.PURA",6,641002,COIMBATORE,TAMIL NADU,,
South,202373,NEW TECH LUBRICANTS,"NA NO.330,SATHANI STREET,KOSAPALAYA",NA,605013,PUDUCHERRY,PONDICHERRY,,
South,202379,KRISHNAA MOTORS,59 GANDHI NAGAR THORAPALLI AGRAHARA,59,635109,Krishnagiri,TAMIL NADU,,
South,202402,NITHAN AGENCIES,XIV/77 NEAR TOWN L.P.S  KADAKKAL,XIV/77,691536,KOLLAM,KERALA,9446110390,
South,202416,SOUTHERN  DISTRIBUTORS,"8/315 PANCHAYATH STADIUM ROAD,",8/315,683581,ERNAKULAM,KERALA,9744874090,
South,202430,JAYAM ENTERPRISES,"32/4 VALLABHAI PATEL STREET,POLLACH",32/4,642001,COIMBATORE,TAMIL NADU,7373026351,jayamveedol@gmail.com
South,202436,LAXMI AGRO AGENCIES,9-56/8/1 MAIN ROAD,9-56/8/1,503201,VARNI,TELANGANA,9666623300,
South,202441,SRI LAKSHMI ENTERPRISES,"NO 7 2ND MAIN, BAHUBALINAGARA, 8TH",NO 7,560013,"JALAHALLI, BANGALORE",KARNATAKA,8095306160,
South,202442,SIVA SHAKTI AUTO AGENCIES,"S.NO:183 PART(G.NO:3),OPP.SWAMY REA",,535002,VIZIANAGARAM,ANDHRA PRADESH,8500991188,
South,202466,R I T OIL STORE,"SPL 95 SRI RANGA NILAYA,32ND CROSS,",SPL 95,572103,"SIT MAIN ROAD, TUMKUR",KARNATAKA,,
South,202473,SRI NANJUNDESHWARA LUBS,#1 RAM JAYANTHI LAYOUT,#1,562159,"NEAR VRL OFFICE  ROAD,RAMANAGARA",KARNATAKA,,
South,202486,MAYUR TRADING CORPORATION,"108 EAST 4TH STREET,K K NAGAR",108,625020,MADURAI,TAMIL NADU,,mayurtrading.theni@gmail.com
South,202500,VIJAYALAXMI AUTOLINKS,"SPL-11 ,1ST GATE,M.T.SAGAR INDUSTRI",SPL-11,580030,"GOKUL ROAD,  HUBBALI",KARNATAKA,9380449570,
South,202501,KUBERA CORPORATES PVT LTD.,"NA 985/1/1,85/1/1,Shivalingeshwara",NA,573201,"TANNIRHALLA, HASSAN",KARNATAKA,,kuberacorporateshassan@gmail.com
South,202503,P. C. MALPANI & CO,"C-13 ,2ND MAIN,5 TH CROSS,K P N EXT",C-13,560002,BENGALURU,KARNATAKA,9743899292,
South,202536,BHALAJI COMPRESSOR SPARES SERVICES,"2/198, INDUSTRIAL AREA, KARAYAMPALA",,641062,COIMBATORE,TAMIL NADU,9360088225,bhalajicss@outlook.com
South,202558,ENKAY ELECTRONIKS PVT. LTD.,"NO.115 MARUTI TOWER, BHANDURGALLI",NO.115,590002,BELAGAVI,KARNATAKA,9448283707,enkayelectroniks@outlook.com
South,202275,BHALAJI COMPRESSOR SPARES & SERVICE,"674/1A  AVINASHI ROAD,R.G.PUDUR",674/1A,641062,"CHINNIYAMPALAYAM, COIMBATORE",TAMIL NADU,9360088225,bhalajicss@outlook.com
