Region,Customer,Trade Name,Street,House No.,PostalCode,City,State,Mobile No,Email ID
North,200279,V.K. LUBES,"877 KAILASH NAGAR,NAI BASTI,BAKSHIP",877,271801,BAHRAICH,UTTAR PRADESH,9450425823,
North,200284,VIKAS MACHINERY STORES," OLD G.T. ROAD, KOSI KALAN,", ,281403,DISTT : MATHURA,UTTAR PRADESH,9756708173,
North,200287,WANI AUTOMOBILES, SRINAGAR, ,190001,SRINAGAR,JAMMU AND KASHMIR,9419057432,
North,200927,AKANKSHA TRADERS, JALAUN, ,285001,ORAI,UTTAR PRADESH,9628277111,traders.akansha@gmail.com
North,201016,MATRO TRADING COMPANY,"198/3 GANESHPUR PURVALAI,DEHRADUN R",198/3,247667,"ROORKEE, HARDWAR",UTTARAKHAND,9837178912,
North,201079,PAHALWAN BAJAJ ENTERPRISES," RAM LILA ROAD, SONRAHATI", ,210207,CHITRAKOOT,UTTAR PRADESH,9984167024,
North,201132,MAHALAXMI ELCTRIC & MOTOR PARTS, FAIZABAD, ,224001,FAIZABAD,UTTAR PRADESH,9794148732,
North,201143,SAHIL AUTOMOBILES," SONIPAT ROAD, ROHTAK", ,124001,ROHTAK,HARYANA,9999999999,
North,201155,DHANKHAR OIL COMPANY, BAHADURGARH, ,124507,JHAJJAR,HARYANA,9416846070,
North,201156,GARIMA ENTERPRISES,VARANASI,,232101,Chandauli,UTTAR PRADESH,9415815894,
North,201189,RAHUL LUBRICANTS, JHANSI, ,284001,JHANSI,UTTAR PRADESH,9415030990,
North,201232,SHARDA LUBRICANTS,"232/232A SAINANI VIHAR,RAIBAREILLY",232/232A,226025,LUCKNOW,UTTAR PRADESH,9415110119,
North,201251,SHRI RADHAJI ENTERPRISES, NEAR AMAR UJALA PRESS, ,242001,BAREILLY,UTTAR PRADESH,999999999999,
North,201279,SURI ENTERPRISES, NAWANSHAHR, ,144514,NAWANSHAHR,PUNJAB,9855557905,
North,201321,MOHINDRA ENTERPRISES, SHIMLA, ,172001,SHIMLA,HIMACHAL PRADESH,9816656091,
North,201564,GUPTA AUTO STORE, CHARKHI DADRI, ,127306,CHARKHI DADRI,HARYANA,9728686286,
North,201631,NADDA TRADERS, UNA, ,174303,UNA,HIMACHAL PRADESH,9882465779,
North,201727,ROHIT ENTERPRISES,"183 PARK ROAD , CIVIL LINES",183,273001,GORAKHPUR,UTTAR PRADESH,9936952763,
North,201800,AS LUBRICANTS, MANDI, ,175021,MANDI,HIMACHAL PRADESH,9816641537,nirajmnd@yahoo.com
North,201822,AGRAWAL AUTO AGENCY, SAMNEGHAT LANKA, ,221005,VARANASI,UTTAR PRADESH,9336859419,
North,201823,ASTHA ENTERPRISES,258 HADIHALL KE SAMANE TAKKARGANJ,258,230001,PRATAPGARH,UTTAR PRADESH,9415350956,
North,201844,KISAN AUTOMOBILES, DHAMMOUR ROAD AMETHI, ,227405,AMETHI,UTTAR PRADESH,9415156217,
North,201936,SUNDER LAL & SONS,"  BAKARZAI, SHAHJAHANPUR", ,242001,SHAHJAHANPUR,UTTAR PRADESH,9044888848,
North,201965,SHIVA ENTERPRISES, BARNALA, ,148108,BARNALA,PUNJAB,9417073652,st92goyal@gmail.com
North,202025,MODERN OILS, NEW DELHI, ,110019,DELHI,DELHI,9818297073,vipinkumar50@live.com
North,202040,S.S. INDIA CO., MEERUT, ,250002,MEERUT,UTTAR PRADESH,8010382669,vinaypathak1352@gmail.com
North,202075,SKL UNIVERSAL PRIVATE LIMITED, ADJOINING RADIO STATION, ,110028,NEW DELHI,DELHI,9999910148,skl_universal@yahoo.com
North,202080,GAURI MOTORS, MAHOBA, ,210427,MAHOBA,UTTAR PRADESH,9889174558,
North,202085,DIAMOND TRACTORS, SANDILA, ,241204,SANDILA,UTTAR PRADESH,9450385246,
North,202100,ANINDYA TRACTORS," STATION ROAD , BARGAON", ,271002,GONDA,UTTAR PRADESH,9415022318,
North,202101,CHAUDHARY MOTORS, BALRAMPUR, ,271201,BALRAMPUR,UTTAR PRADESH,9670234900,
North,202102,RAJESH MACHINERY STORES, SAMPURNA NAGAR ROAD, ,262902,LAKHIMPUR,UTTAR PRADESH,9415166020,
North,202103,BHAGWATI ENTERPRISES, FATEHGARH SAHIB, ,140801,FATEHGARH SAHIB,PUNJAB,9814268311,kumargaurav3586@gmail.com
North,202107,ROHIT TRACTORS," LAL DIGGI,NEAR PANT STADIUM", ,228001,SULTANPUR,UTTAR PRADESH,7800990780,
North,202152,SHRIRAM OIL AGENCY,"1 NEAR BHANGWA CHUNGI, PURE NARSING",1,230001,PRATAPGARH,UTTAR PRADESH,8765555575,shriramoilagency01@gmail.com
North,202183,MOVERS NETWORK, SAHARANPUR, ,247001,SAHARANPUR,UTTAR PRADESH,9412230808,jollyagencies@gmail.com
North,202184,INDO TRADING CO., DELHI, ,110006,DELHI,DELHI,011-23976009,indotradingco@ymail.com
North,202189,VARMA AUTOMOBILES PVT. LTD., AMBEDKAR NAGAR, ,224122,AMBEDKAR NAGAR,UTTAR PRADESH,9415048189,varma.automobiles@gmail.com
North,202203,GOYAL LUBRICANTS, HISAR, ,125001,HISAR,HARYANA,8950695695,pankajgoel84@yahoo.com
North,202220,SACHIN AUTO TRADERS," STATION ROAD,LAKIMPUR", ,262701,LAKHIMPUR KHERI,UTTAR PRADESH,9452020421,sachinagarwal101@yahoo.com
North,202225,NEW MOGA AUTOMOBILES, GURDASPUR, ,143521,GURDASPUR,PUNJAB,9814420166,harjit485@rediffmail.com
North,202227,SINGH AUTO AGENCY," DOSTPUR ROAD,SHAHJADPUR", ,224122,AMBEDKAR NAGAR,UTTAR PRADESH,,
North,202235,RAJESHWARI ENTERPRISES, PATIALA, ,147001,PATIALA,PUNJAB,9888431706,neelkanthsales69@gmail.com
North,202247,BABA MOTORS, HARYANA, ,123001,HARYANA,HARYANA,9416149639,maheshkumar57457@gmail.com
North,202297,LITTLE BROTHERS, 6-SARDAR PATEL MARGH CIVIL LINE, ,211001,ALLAHABAD,UTTAR PRADESH,9335112924,lit_anu@rediffmail.com
North,202322,VASUNDHARA TRADERS, SANTKABIR NAGAR, ,272125,SANTKABIR NAGAR,UTTAR PRADESH,9919078999,
North,202333,SUPAR TATA MACHINERY STORE," THANDI SADAK, CIRCULAR ROAD,", ,207123,"KASGANJ,KANSHIRAMNAGAR",UTTAR PRADESH,,
North,202335,BHAGWATI TRADERS, BULANDSHAR, ,203001,BULANDSHAR,UTTAR PRADESH,,
North,202336,SUPAR TATA MACHINERY STORE," G.T. ROAD, KURAWALI,", ,205265,MAINPURI,UTTAR PRADESH,7454887830,sanchitjain121@gmail.com
North,202337,NEW TRIVEDI AUTO SPARE PARTS," SANDI ROAD,HARDOI", ,241001,HARDOI,UTTAR PRADESH,9648777739,
North,202339,HARIOM TRADERS," KATARA, MOHHALLA,", ,207001,ETAH,UTTAR PRADESH,7830767252,hariomtraders676@gmail.com
North,202340,ARYA LUBRICANTS," ETAH ROAD ALIGANJ,", ,207247,ETAH,UTTAR PRADESH,9411015080,aryalubricants72@gmail.com
North,202343,SAUBHAGYA AUTOMOBILES," BADHAIYAVEER, S.P.AWASH ROAD", ,228001,SULTANPUR,UTTAR PRADESH,9451136388,
North,202351,RAJIV MOTORS, CHANDIGARH, ,160101,CHANDIGARH,CHANDIGARH,9814735750,rajeevmotor24@gmail.com
North,202354,KANCHAN AUTOMOBILES," CIVIL LINES, FATEHPUR", ,212601,FATEHPUR,UTTAR PRADESH,9838075151,
North,202355,VARMA SALES," 6/6/19,HARI NIWAS , KHAWASPUR", ,224001,FAIZABAD,UTTAR PRADESH,,
North,202356,SHARMA ENTERPRISES, KATHUA, ,184102,KATHUA,JAMMU AND KASHMIR,9797360876,arunsharma.cs@hotmail.com
North,202367,RAVI TRADERS, BASTI, ,272001,BASTI,UTTAR PRADESH,9839977555,ravitraders.lku@gmail.com
North,202374,TANVI ENTERPRISES, THEHSIL AND DISTT. HARMIRPUR, ,177020,THEHSIL AND DISTT. HARMIRPUR,HIMACHAL PRADESH,9459451476,honeykhanna.76@gmail.com
North,202381,GLOBAL ENTERPRISES,Shop No.5 LAKSAR ROAD,Shop No.5,249408,HARIDWAR,UTTARAKHAND,8475009603,globalenter99@gmail.com
North,202382,PARAS DISTRIBUTORS,"20/14 CHANDER NAGAR ROAD, REST CAMP",20/14,248001,DEHRADUN,UTTARAKHAND,9412055568,anmoljain61846@gmail.com
North,202384,SATKAR ENTERPRISES, GANGAPUR ROAD, ,263153,"RUDRAPUR, UDHAM SINGH NAGAR",UTTARAKHAND,7017575469,satkarenterprises2018@gmail.com
North,202390,BABA MOTORS,70-B DEHRADUN ROAD,70-B,249201,RISHIKESH,UTTARAKHAND,9837229211,
North,202394,SACH OIL COMPANY, MUKTSAR, ,152101,MUKTSAR,PUNJAB,9478122789,
North,202397,D.D. LUBES AGENCIES, PANIPAT, ,132103,PANIPAT,HARYANA,9896900090,
North,202398,SINGH AGENCIES," LAXMI MARKET,", ,261001,SITAPUR,UTTAR PRADESH,05862-244640,
North,202400,GYAN TRACTORS, MAHMUDABAD, ,261203,SITAPUR,UTTAR PRADESH,9415053430,rajesh.jain.rj95@gmail.com
North,202403,BHAGWATI ENTERPRISES, UNA, ,177203,UNA,HIMACHAL PRADESH,7018450233,pawankashyap72@gmail.com
North,202405,MODERN DIESELS," NEAR GARHWAL CINEMA, GARRAGE RO", ,246149,KOTDWAR,UTTARAKHAND,9634845490,
North,202412,SHRIKUL MOTORS, SAMBA, ,181133,SAMBA,JAMMU AND KASHMIR,9086312333,shrikul.motors@gmail.com
North,202431,ORA INNOVATIONS PRIVATE LIMITED, SAHIBABAD, ,201010,GHAZIABAD,UTTAR PRADESH,9811211534,rajeev@orainnovation.in
North,202450,S. R. LUBRICANTS AND AUTOMOTIVES, PUNJAB, ,144012,PUNJAB,PUNJAB,7889257542,
North,202459,GENUINE AUTO PARTS, SIRSA, ,125055,SIRSA,HARYANA,9254705031,
North,202472,MAA CHIN MASTIKA ENTERPRISES, AMRITSAR, ,143001,AMRITSAR,PUNJAB,8283850369,maachinmastikaenterprises@gmail.com
North,202475,GOYAL SPARES, CHANDIGARH, ,160002,CHANDIGARH,CHANDIGARH,9316122424,goyalspares@yahoo.com
North,202478,JSS TRADERS, HISSAR, ,125001,HISSAR,HARYANA,9996720202,gpplsourabh@gmail.com
North,202480,RAJIV MOTORS WORKSHOP, NH-8., ,122001,GURGAON,HARYANA,9810096823,rmwgrg@gmail.com
North,202489,BHUSHAN AUTO STORE, SIRSA, ,125055,SIRSA,HARYANA,9416305395,
North,202495,KHUSHBU TRADING COMPANY, LUDHIANA, ,141401,KHANNA,PUNJAB,9855377702,khushbu20123@gmail.com
North,202497,BALLIA AUTOMOBILES, JALALPUR, ,277001,BALLIA,UTTAR PRADESH,9268729598,balliaautomobiles@gmail.com
North,202499,BALA JI KISHAN SEWA KENDRA," NEAR NEW GALLA MADI,MAIN ROAD C", ,284301,JHANSI,UTTAR PRADESH,9628001052,
North,202502,KING ENTERPRISES," GUDAHI MANDI, KORA JAHANABAD", ,212659,FATHEPUR,UTTAR PRADESH,9335853858,
North,202504,MODERN AUTOMOBILES,"4/37, GWALIOR ROAD, BALUGANJ","4/37,",282001,AGRA,UTTAR PRADESH,9837087050,
North,202515,NEY SHATOK MOTOR, LADAKH, ,194101,LADAKH,Ladakh,,
North,202518,CHAMPION MOTOR STORE, NARWAL, ,180006,NARWAL,JAMMU AND KASHMIR,9419190792,
North,202519,BALRAIKE ENTERPRISES, TEHSIL. KOTKHAI, ,171202,SHIMLA,HIMACHAL PRADESH,8988229111,balroltaraman111@gmail.com
North,202525,MOPED HOUSE PRIVATE LIMITED,"11 B.N. ROAD, KAISERBAGH",11,226001,LUCKNOW,UTTAR PRADESH,9839160188,honda@mopedhouse.com
North,202546,G S CAR CENTRE, NARWAL, ,180004,NARWAL,JAMMU AND KASHMIR,9419193186,gurmeetsinghsasan4777@yahoo.com
North,202551,SOUTH HARYANA MOTORS,, ,122103,GURGAON,HARYANA,8930452214,southharyanamotors@gmail.com
North,202555,PRINCE MOTORS," NEW AIRPORT ROAD,", ,190021,BUDGAM,JAMMU AND KASHMIR,9419011792,
North,202563,STAR AUTOMOBILE, BADARPUR, ,110044,BADARPUR,DELHI,8700541950,rabhi8673@gmail.com
North,201106,ANAND WELDING MATERIAL & AUTO SPARE, SOHNA, ,122103,GURUGRAM,HARYANA,9416341717,
North,202109,VISOK AUTOMOBILES, D M CHAURAHA HARDOI, ,241001,HARDOI,UTTAR PRADESH,9415149052,visokautomobileshdi@gmail.com
North,202479,MATA HATESHWARI SERVICE CENTER, KOTKHAI, ,171202,SHIMLA,HIMACHAL PRADESH,8352039100,rajatchauhanbalraike87@gmail.com
North,202494,MAA PITAMBRA AUTOMOBILES, JHANSI, ,284301,JHANSI,UTTAR PRADESH,7007569284,shailendradangi32@gmail.com
North,202498,DIXIT TRACTORS AGENCY, RATH, ,210431,RATH,UTTAR PRADESH,9919248136,dixittractorsagency@gmail.com
North,202511,NEW GAURI MOTORS, BANDA, ,210001,BANDA,UTTAR PRADESH,9140830341,newgaurimotors123@gmail.com
