Region,Customer,Trade Name,Street,House No.,PostalCode,City,State,Mobile No,Email ID
East,200514,BALAJI MARKETING CO.,"A-18 SABUN BADA, M.G. ROAD,MEGHDOOT",A-18,492001,RAIPUR,CHHATTISGARH,0771-4035881,pramod.bmc@gmail.com
East,200520,JASBIR AUTOMOBILES & CO,"22/42 S/O KARTAR, WARD NUMBER 25 CI",22/42,491441,RAJNANDGAON,CHHATTISGARH,9993436003,luckybagga@gmail.com
East,200525,MITTAL ENTERPRSES,Nil JAGATPUR ROAD,Nil,496001,RAIGARH,CHHATTISGARH,9993041331,Digeswar@tidewaterindia.co.in
East,200525,MITTAL ENTERPRSES,Nil JAGATPUR ROAD,Nil,496001,RAIGARH,CHHATTISGARH,9993041331,Digeswar@tidewaterindia.co.in
East,200525,MITTAL ENTERPRSES,Nil JAGATPUR ROAD,Nil,496001,RAIGARH,CHHATTISGARH,9993041331,Digeswar@tidewaterindia.co.in
East,200525,MITTAL ENTERPRSES,Nil JAGATPUR ROAD,Nil,496001,RAIGARH,CHHATTISGARH,9993041331,Digeswar@tidewaterindia.co.in
East,200542,SANMATI AUTO TRADERS,9 Subash Ward Palace Compound  Near,9,494001,JAGDALPUR,CHHATTISGARH,9425590370,sanmatiautotraders@gmail.com
East,200543,SINGH OIL & LUBRICANTS ENTERPRISES,PLOT NO350  T.P. NAGAR,PLOT NO350,495677,KORBA,CHHATTISGARH,9425532832,Digeswar@tidewaterindia.co.in
East,200543,SINGH OIL & LUBRICANTS ENTERPRISES,PLOT NO350  T.P. NAGAR,PLOT NO350,495677,KORBA,CHHATTISGARH,9425532832,Digeswar@tidewaterindia.co.in
East,200555,AGRO AUTOMOBILES,"NIL NIMTALA GREEN FARM, COSSIM BAZA",NIL,742102,MURSHIDABAD,WEST BENGAL,9046290668,aniruddha@tidewaterindia.co.in
East,200555,AGRO AUTOMOBILES,"NIL NIMTALA GREEN FARM, COSSIM BAZA",NIL,742102,MURSHIDABAD,WEST BENGAL,9046290668,aniruddha@tidewaterindia.co.in
East,200569,"BURDWAN LUBRICANTS,","NIL FAGUPUR, KESHABGANJ CHOTI",NIL,713104,BURDWAN,WEST BENGAL,9153212588,msharma@tidewaterindia.co.in
East,200569,"BURDWAN LUBRICANTS,","NIL FAGUPUR, KESHABGANJ CHOTI",NIL,713104,BURDWAN,WEST BENGAL,9153212588,msharma@tidewaterindia.co.in
East,200587,GOURAV ENTERPRISES,"3 NO. PATHURIA GHAT STREET, BURRABA",3 NO.,700006,KOLKATA,WEST BENGAL,9331018541,msharma@tidewaterindia.co.in
East,200587,GOURAV ENTERPRISES,"3 NO. PATHURIA GHAT STREET, BURRABA",3 NO.,700006,KOLKATA,WEST BENGAL,9331018541,msharma@tidewaterindia.co.in
East,200675,TARAKNATH LUBRICANTS,"NIL SANITPUR,MECHEDA",NIL,721137,PURBA MEDINIPUR,WEST BENGAL,9474404052,saikatbar1106@gmail.com
East,200743,AJMANI ENTERPRISE,"H NO B /4 VIJAY NAGAR, NEAR AGRICO",H NO B /4,831003,GOLMURI,JHARKHAND,9234602711,joydeep@tidewaterindia.co.in
East,200743,AJMANI ENTERPRISE,"H NO B /4 VIJAY NAGAR, NEAR AGRICO",H NO B /4,831003,GOLMURI,JHARKHAND,9234602711,joydeep@tidewaterindia.co.in
East,200755,JAIN TRADERS,"NIL MADARSA BUILDING, J.J ROAD, UPP",NIL,834001,RANCHI,JHARKHAND,9431389340,manoranjan@tidewaterindia.co.in
East,200755,JAIN TRADERS,"NIL MADARSA BUILDING, J.J ROAD, UPP",NIL,834001,RANCHI,JHARKHAND,9431389340,manoranjan@tidewaterindia.co.in
East,200775,L.N.GARODIA CO.,NIL R.K.B. PATH,NIL,786001,DIBRUGARH,ASSAM,9435473837,msharma@tidewaterindia.co.in
East,200775,L.N.GARODIA CO.,NIL R.K.B. PATH,NIL,786001,DIBRUGARH,ASSAM,9435473837,msharma@tidewaterindia.co.in
East,200777,SUNIL ENTERPRISES,"NIL KHEMKA MARKET, R.K.B. PATH",NIL,786001,DIBRUGARH,ASSAM,9435030905,msharma@tidewaterindia.co.in
East,200777,SUNIL ENTERPRISES,"NIL KHEMKA MARKET, R.K.B. PATH",NIL,786001,DIBRUGARH,ASSAM,9435030905,msharma@tidewaterindia.co.in
East,200781,MAA ENTERPRISES,SHOP No 33 HOTEL NATRAJ BIHAR COMPL,SHOP No 33,814112,DEOGARH,JHARKHAND,9431188689,joydeep@tidewaterindia.co.in
East,200781,MAA ENTERPRISES,SHOP No 33 HOTEL NATRAJ BIHAR COMPL,SHOP No 33,814112,DEOGARH,JHARKHAND,9431188689,joydeep@tidewaterindia.co.in
East,200782,"PRASAD MOTOR ACCESSORIES,",HOL NO325  IV Chowk,HOL NO325,815301,GIRIDIH,JHARKHAND,9431921556,joydeep@tidewaterindia.co.in
East,200785,SINGH TRADERS,"NIL BHAGALPUR ROAD, NEAR HADHADIA P",NIL,814101,DUMKA,JHARKHAND,9801734353,s.t.dumka@gmail.com
East,200785,SINGH TRADERS,"NIL BHAGALPUR ROAD, NEAR HADHADIA P",NIL,814101,DUMKA,JHARKHAND,9801734353,s.t.dumka@gmail.com
East,200787,"SINGH TRADERS, GODDA","NIL MISSON CHOWK,",NIL,814133,GODDA,JHARKHAND,9097031697,msharma@tidewaterindia.co.in
East,200787,"SINGH TRADERS, GODDA","NIL MISSON CHOWK,",NIL,814133,GODDA,JHARKHAND,9097031697,msharma@tidewaterindia.co.in
East,200796,GOYAL AUTOMOBILES,"NIL  NEAR VETERINARY OFFICE, KESING",NIL,766012,KESINGA,ODISHA,9937279132,Digeswar@tidewaterindia.co.in
East,200796,GOYAL AUTOMOBILES,"NIL  NEAR VETERINARY OFFICE, KESING",NIL,766012,KESINGA,ODISHA,9937279132,Digeswar@tidewaterindia.co.in
East,200798,"HINDUSTAN TRADERS,",NIL MANIKESWARI CHOWK MAIN ROAD MAN,NIL,766001,BHAWANIPATNA,ODISHA,9437194739,gspattanaik@tidewaterindia.co.in
East,200798,"HINDUSTAN TRADERS,",NIL MANIKESWARI CHOWK MAIN ROAD MAN,NIL,766001,BHAWANIPATNA,ODISHA,9437194739,gspattanaik@tidewaterindia.co.in
East,200806,MAA SARALA LUBRICANTS & AUTOMOBILES,"NIL JK Pur, BC ROAD,JK PUR",NIL,765001,RAYAGADA,ODISHA,9437181870,gspattanaik@tidewaterindia.co.in
East,200806,MAA SARALA LUBRICANTS & AUTOMOBILES,"NIL JK Pur, BC ROAD,JK PUR",NIL,765001,RAYAGADA,ODISHA,9437181870,gspattanaik@tidewaterindia.co.in
East,200812,"PARASHAR ENTERPRISE,","NIL Bye Pass Road,Koraput",NIL,764001,JEYPORE,ODISHA,9437030414,msharma@tidewaterindia.co.in
East,200812,"PARASHAR ENTERPRISE,","NIL Bye Pass Road,Koraput",NIL,764001,JEYPORE,ODISHA,9437030414,msharma@tidewaterindia.co.in
East,200815,SHYAMALA TRCTORS,NIL BARAMCHARI KAPILESWAR NAGAR,NIL,768028,BARGARH,ODISHA,9437577866,manoranjan@tidewaterindia.co.in
East,200815,SHYAMALA TRCTORS,NIL BARAMCHARI KAPILESWAR NAGAR,NIL,768028,BARGARH,ODISHA,9437577866,manoranjan@tidewaterindia.co.in
East,200819,UNIVERSAL ENTERPRISE,NIL KHETRAJPUR,NIL,768003,SAMBALPUR,ODISHA,9437061921,tibrewal.tarun@gmail.com
East,200819,UNIVERSAL ENTERPRISE,NIL KHETRAJPUR,NIL,768003,SAMBALPUR,ODISHA,9437061921,tibrewal.tarun@gmail.com
East,200842,"IMPEX (INDIA),","35 Apang, NH52,Papum Pare,GROUND FL",35,791111,ITANAGAR,ARUNACHAL PRADESH,9436040974,laxmigiria@gmail.com
East,200842,"IMPEX (INDIA),","35 Apang, NH52,Papum Pare,GROUND FL",35,791111,ITANAGAR,ARUNACHAL PRADESH,9436040974,laxmigiria@gmail.com
East,200848,L.N.GARODIA CO.,"NIL Lokhra Charali, NH 37",NIL,781034,Guwahati,ASSAM,9864657890,msharma@tidewaterindia.co.in
East,200848,L.N.GARODIA CO.,"NIL Lokhra Charali, NH 37",NIL,781034,Guwahati,ASSAM,9864657890,msharma@tidewaterindia.co.in
East,200853,SONITPUR SUPPLY CORPORATION,"NIL NH-15, Biswanath Chariali",NIL,784176,SONITPUR,ASSAM,9864412205,joydeep@tidewaterindia.co.in
East,200853,SONITPUR SUPPLY CORPORATION,"NIL NH-15, Biswanath Chariali",NIL,784176,SONITPUR,ASSAM,9864412205,joydeep@tidewaterindia.co.in
East,200855,SHANTI CORPORATION,"NIL GROUND FLOOR, BARUN PHUKON, N T",NIL,787001,LAKHIMPUR,ASSAM,9435534408,aniruddha@tidewaterindia.co.in
East,200855,SHANTI CORPORATION,"NIL GROUND FLOOR, BARUN PHUKON, N T",NIL,787001,LAKHIMPUR,ASSAM,9435534408,aniruddha@tidewaterindia.co.in
East,200953,BEEKAY TRADING CO.,"NIL LINK ROAD,",NIL,743333,JALPAIGURI,WEST BENGAL,9933333377,msharma@tidewaterindia.co.in
East,200953,BEEKAY TRADING CO.,"NIL LINK ROAD,",NIL,743333,JALPAIGURI,WEST BENGAL,9933333377,msharma@tidewaterindia.co.in
East,200974,M/S. MALLICK ENTERPRISE,"NIL HANSNAN, MAKALPUR",NIL,712305,HOOGHLY,WEST BENGAL,8016583620,aniruddha@tidewaterindia.co.in
East,200974,M/S. MALLICK ENTERPRISE,"NIL HANSNAN, MAKALPUR",NIL,712305,HOOGHLY,WEST BENGAL,8016583620,aniruddha@tidewaterindia.co.in
East,200985,RATAN KUMAR AGARWALA,"NIL NH-34, S. M. PALLY",NIL,732101,MALDA,WEST BENGAL,9434047800,rpag30@yahoo.co.in
East,200999,DILIP ENTERPRISES,1 RANKA ROAD,1,822114,GARHWA,JHARKHAND,9234586661,joydeep@tidewaterindia.co.in
East,201023,SHREE SHYAM TYRE HOUSE,"NIL POONAM CINEMA ROAD, LAL BAGH",NIL,846004,DARBHANGA,BIHAR,9308451919,shthdbg@gmail.com
East,201023,SHREE SHYAM TYRE HOUSE,"NIL POONAM CINEMA ROAD, LAL BAGH",NIL,846004,DARBHANGA,BIHAR,9308451919,shthdbg@gmail.com
East,201041,Sadhana Auto Agencies Pvt. Ltd.,"NIL Ground Floor, , MAHADEVA, MISSI",NIL,841226,SIWAN,BIHAR,9431218100,manish.kumar@tidewaterindia.co.in
East,201091,"DAS AUTOMOBILES , HOOGHLY","NIL  DELHI ROAD CROSSING, SUGANDHA",NIL,712102,HOOGHLY,WEST BENGAL,9830088326,sudiptadas5674@gmail.com
East,201091,"DAS AUTOMOBILES , HOOGHLY","NIL  DELHI ROAD CROSSING, SUGANDHA",NIL,712102,HOOGHLY,WEST BENGAL,9830088326,sudiptadas5674@gmail.com
East,201116,SUNIL ENTERPRISE,"NIL Chirwapatty Road, Below HDFC Ba",NIL,786125,TINSUKIA,ASSAM,9435036428,msharma@tidewaterindia.co.in
East,201116,SUNIL ENTERPRISE,"NIL Chirwapatty Road, Below HDFC Ba",NIL,786125,TINSUKIA,ASSAM,9435036428,msharma@tidewaterindia.co.in
East,201117,Rakesh Auto Enterprises,"NIL SIMLAGURI, BARPETA ROAD",NIL,781315,BARPETA,ASSAM,9435513332,Digeswar@tidewaterindia.co.in
East,201117,Rakesh Auto Enterprises,"NIL SIMLAGURI, BARPETA ROAD",NIL,781315,BARPETA,ASSAM,9435513332,Digeswar@tidewaterindia.co.in
East,201191,AGRASEN AUTO PARTS,"WARD N0-14  AGRASEN AUTO PARTS, DAB",WARD N0-14,496661,KHARSIA,CHHATTISGARH,9754003220,aap.khs@gmail.com
East,201343,SITARAM AUTO LUBRICANT,"NIL M/s Sitaram Auto Lubricants, Ch",NIL,756101,BHADRAK,ODISHA,9437185639,gspattanaik@tidewaterindia.co.in
East,201343,SITARAM AUTO LUBRICANT,"NIL M/s Sitaram Auto Lubricants, Ch",NIL,756101,BHADRAK,ODISHA,9437185639,gspattanaik@tidewaterindia.co.in
East,201366,SUBHA AUTO,NIL HOSPITAL ROAD,NIL,721101,PASCHIM MEDINIPUR,WEST BENGAL,9434209333,subha67auto@gmail.com
East,201366,SUBHA AUTO,NIL HOSPITAL ROAD,NIL,721101,PASCHIM MEDINIPUR,WEST BENGAL,9434209333,subha67auto@gmail.com
East,201368,AVINAS MOTORS,NIL TINIMUHANI,NIL,754211,KENDRAPADA,ODISHA,9437020060,joydeep@tidewaterindia.co.in
East,201368,AVINAS MOTORS,NIL TINIMUHANI,NIL,754211,KENDRAPADA,ODISHA,9437020060,joydeep@tidewaterindia.co.in
East,201372,BINOD TRADERS,TOWN HALL ROAD,,754031,JAGATSINGHPUR,ODISHA,9437227358,msharma@tidewaterindia.co.in
East,201372,BINOD TRADERS,TOWN HALL ROAD,,754031,JAGATSINGHPUR,ODISHA,9437227358,msharma@tidewaterindia.co.in
East,201373,DIVINE LUBE CENTER,"KNO-443/30 ATOPUR, NH-49, KEONJHAR",KNO-443/30,758002,KEONJHAR,ODISHA,8895144506,gspattanaik@tidewaterindia.co.in
East,201373,DIVINE LUBE CENTER,"KNO-443/30 ATOPUR, NH-49, KEONJHAR",KNO-443/30,758002,KEONJHAR,ODISHA,8895144506,gspattanaik@tidewaterindia.co.in
East,201373,DIVINE LUBE CENTER,"KNO-443/30 ATOPUR, NH-49, KEONJHAR",KNO-443/30,758002,KEONJHAR,ODISHA,8895144506,gspattanaik@tidewaterindia.co.in
East,201373,DIVINE LUBE CENTER,"KNO-443/30 ATOPUR, NH-49, KEONJHAR",KNO-443/30,758002,KEONJHAR,ODISHA,8895144506,gspattanaik@tidewaterindia.co.in
East,201373,DIVINE LUBE CENTER,"KNO-443/30 ATOPUR, NH-49, KEONJHAR",KNO-443/30,758002,KEONJHAR,ODISHA,8895144506,gspattanaik@tidewaterindia.co.in
East,201376,SHREE JAGANATH OIL,"NIL PITAPALLI, KUMARABASTA",NIL,752055,KHORDHA,ODISHA,9437045165,pradiptasjo@gmail.com
East,201376,SHREE JAGANATH OIL,"NIL PITAPALLI, KUMARABASTA",NIL,752055,KHORDHA,ODISHA,9437045165,pradiptasjo@gmail.com
East,201380,MANOJ ENTERPRISERS,"144 BHUDHESWARI, CUTTACK ROAD, KHOR",144,751010,BHUBANESWAR,ODISHA,9238332263,gspattanaik@tidewaterindia.co.in
East,201380,MANOJ ENTERPRISERS,"144 BHUDHESWARI, CUTTACK ROAD, KHOR",144,751010,BHUBANESWAR,ODISHA,9238332263,gspattanaik@tidewaterindia.co.in
East,201389,S.D.ENTERPRISE,"NIL NEAR AMALA CLUB,MOHAMMEDIAN GAL",NIL,752001,PURI,ODISHA,9437023540,gspattanaik@tidewaterindia.co.in
East,201389,S.D.ENTERPRISE,"NIL NEAR AMALA CLUB,MOHAMMEDIAN GAL",NIL,752001,PURI,ODISHA,9437023540,gspattanaik@tidewaterindia.co.in
East,201423,M/S AUTO LUBRICANTS,NIL  STATION ROAD,NIL,811307,JAMUI,BIHAR,9955405037,mukesh.prasad@tidewaterindia.co.in
East,201423,M/S AUTO LUBRICANTS,NIL  STATION ROAD,NIL,811307,JAMUI,BIHAR,9955405037,mukesh.prasad@tidewaterindia.co.in
East,201429,TAPAS KAPAT,"NIL RAIDIGHI, South 24 Parganas",NIL,743383,KOLKATA,WEST BENGAL,9733636875,aniruddha@tidewaterindia.co.in
East,201429,TAPAS KAPAT,"NIL RAIDIGHI, South 24 Parganas",NIL,743383,KOLKATA,WEST BENGAL,9733636875,aniruddha@tidewaterindia.co.in
East,201443,SHREE GANAPATI  LUBRICANTS,"NIL NEAR MAHABIRSTAN,MAULABAGH",NIL,802301,ARRAH,BIHAR,9835265087,manish.kumar@tidewaterindia.co.in
East,201445,SRIPATI AUTOMOBILES,"NIL JAMBUNI BUSSTAND,Birbhum",NIL,731204,BOLPUR,WEST BENGAL,9474165462,aniruddha@tidewaterindia.co.in
East,201445,SRIPATI AUTOMOBILES,"NIL JAMBUNI BUSSTAND,Birbhum",NIL,731204,BOLPUR,WEST BENGAL,9474165462,aniruddha@tidewaterindia.co.in
East,201465,SAPTARATHI SATIAR,"NIL Sukanto More, N.H.-34,Manaskama",NIL,732101,Malda,WEST BENGAL,9434053466,msharma@tidewaterindia.co.in
East,201465,SAPTARATHI SATIAR,"NIL Sukanto More, N.H.-34,Manaskama",NIL,732101,Malda,WEST BENGAL,9434053466,msharma@tidewaterindia.co.in
East,201504,BIJAY LUBRICANT,"NIL PHULBANI, NEW BUS STAND, Kandha",NIL,762001,PHULBANI,ODISHA,9437965414,aniruddha@tidewaterindia.co.in
East,201504,BIJAY LUBRICANT,"NIL PHULBANI, NEW BUS STAND, Kandha",NIL,762001,PHULBANI,ODISHA,9437965414,aniruddha@tidewaterindia.co.in
East,201513,MAA BHAWANI TRADERS,NIL WARD NO 25 BHIRKHI MADHEPURA,NIL,852113,MADHEPURA,BIHAR,9430974986,opsah@tidewaterindia.co.in
East,201513,MAA BHAWANI TRADERS,NIL WARD NO 25 BHIRKHI MADHEPURA,NIL,852113,MADHEPURA,BIHAR,9430974986,opsah@tidewaterindia.co.in
East,201529,SUMAN AUTO,"NIL KRISHNAPUR, LALGOLA, LALBAGH",NIL,742148,MURSHIDABAD,WEST BENGAL,9434229339,aniruddha@tidewaterindia.co.in
East,201529,SUMAN AUTO,"NIL KRISHNAPUR, LALGOLA, LALBAGH",NIL,742148,MURSHIDABAD,WEST BENGAL,9434229339,aniruddha@tidewaterindia.co.in
East,201534,DEVEE AGENCIES,"NIL SARAGADAMAKUNDAPUR, BALISAHI, J",NIL,755023,JAJPUR,ODISHA,9437079225,aniruddha@tidewaterindia.co.in
East,201534,DEVEE AGENCIES,"NIL SARAGADAMAKUNDAPUR, BALISAHI, J",NIL,755023,JAJPUR,ODISHA,9437079225,aniruddha@tidewaterindia.co.in
East,201553,G S  TRADERS,JANUGANJ,,756019,BALASORE,ODISHA,9437079940,joydeep@tidewaterindia.co.in
East,201553,G S  TRADERS,JANUGANJ,,756019,BALASORE,ODISHA,9437079940,joydeep@tidewaterindia.co.in
East,201576,SARASWATI AGROTECH PVT.LTD.,"306/307 VERMA CENTER, BORING ROAD C",306/307,800001,PATNA,BIHAR,9386813741,
East,201588,M/S S N AUTO PARTS,"NIL AT-JAGESWARPUR, PO-JAJPUR TOWN,",NIL,755001,JAJPUR,ODISHA,9238575072,bsingh@tidewaterindia.co.in
East,201588,M/S S N AUTO PARTS,"NIL AT-JAGESWARPUR, PO-JAJPUR TOWN,",NIL,755001,JAJPUR,ODISHA,9238575072,bsingh@tidewaterindia.co.in
East,201597,M/S SWASTIC ENTERPRISE,"NIL Near post office,South Garo Hil",NIL,794107,NANGAL BIBRA,MEGHALAYA,9435399554,dineshsharma5155@yahoo.com
East,201625,NEW BANIK UDYOG,NIL GANARAJ CHOWMUHANI LN BARI ROAD,NIL,799001,TRIPURA,TRIPURA,9436128243,aniruddha@tidewaterindia.co.in
East,201625,NEW BANIK UDYOG,NIL GANARAJ CHOWMUHANI LN BARI ROAD,NIL,799001,TRIPURA,TRIPURA,9436128243,aniruddha@tidewaterindia.co.in
East,201630,M/S HARSH LUBE DISTRIBUTOR,NIL H/O B SINGH PO-SUNGUDA CHANDIKH,NIL,754296,CHANDIKHOL,ODISHA,9437207682,gspattanaik@tidewaterindia.co.in
East,201630,M/S HARSH LUBE DISTRIBUTOR,NIL H/O B SINGH PO-SUNGUDA CHANDIKH,NIL,754296,CHANDIKHOL,ODISHA,9437207682,gspattanaik@tidewaterindia.co.in
East,201681,BIKE ZONE,"NIL DIHIGRAM,NEAR NIMTITA RAIL GATE",NIL,742224,MURSHIDABAD,WEST BENGAL,9434668882,aslamjia5@gmail.com
East,201686,SHAKTI AUTOMOBILES,"18 GROUND FLOOR, SHERE APARTMENT, E",18,800001,PATNA,BIHAR,9334320780,manish.kumar@tidewaterindia.co.in
East,201686,SHAKTI AUTOMOBILES,"18 GROUND FLOOR, SHERE APARTMENT, E",18,800001,PATNA,BIHAR,9334320780,manish.kumar@tidewaterindia.co.in
East,201687,MODI TRADE & SALES AGENCY,NIL  Dharamsala Road,NIL,855108,KISHANGANJ,BIHAR,9431411542,kamalmodi1964@gmail.com
East,201695,M/S RAHUL TRADING,"NIL  Bye Pass road, Chas",NIL,827013,BOKARO,JHARKHAND,9431127156,
East,201698,M/S SHANKAR AUTOMOBILES,NIL BHANDARIDIH,NIL,815301,GIRIDIH,JHARKHAND,9934573935,shivshakti8490@rediffmail.com
East,201698,M/S SHANKAR AUTOMOBILES,NIL BHANDARIDIH,NIL,815301,GIRIDIH,JHARKHAND,9934573935,shivshakti8490@rediffmail.com
East,201742,THE NANO SHOP & ABHOY UDYOG,"187 VIVEKANANDA ROAD, MANICKTALA",187,700006,KOLKATA,WEST BENGAL,9732562997,thenanoshopabhoyudyog@gmail.com
East,201742,THE NANO SHOP & ABHOY UDYOG,"187 VIVEKANANDA ROAD, MANICKTALA",187,700006,KOLKATA,WEST BENGAL,9732562997,thenanoshopabhoyudyog@gmail.com
East,201756,ANNAPURNA AGRO MACHINERY,NIL  ANAND MARG SCHOOL BARAHAT MAIN,NIL,813206,BARAHAT,BIHAR,9931060800,
East,201815,M/S NEERAJ TRADING,"NIL MAHAVIR CHOWK, BANGAON ROAD",NIL,852201,SAHARSA,BIHAR,9430974590,opsah@tidewaterindia.co.in
East,201815,M/S NEERAJ TRADING,"NIL MAHAVIR CHOWK, BANGAON ROAD",NIL,852201,SAHARSA,BIHAR,9430974590,opsah@tidewaterindia.co.in
East,201845,RAJ TRADERS,"NIL  BADRI NARAYAN BHAWAN, RATU ROA",NIL,834005,RANCHI,JHARKHAND,9835378110,aniruddha@tidewaterindia.co.in
East,201845,RAJ TRADERS,"NIL  BADRI NARAYAN BHAWAN, RATU ROA",NIL,834005,RANCHI,JHARKHAND,9835378110,aniruddha@tidewaterindia.co.in
